,Unnamed: 0,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,Year,Month,Date
348894,348894,PRINCE GEORGE A,53.891,-122.679,BC,10.8,0.0,0.7,29.4,0.0,-4.2,0.0,2.2,0.0,113.0,38.6,0.0,79.0,0.0,7.0,,,,224.4,0.0,1096450,2006,5,2006-05-01
348938,348938,VANCOUVER HARBOUR CS,49.295,-123.122,BC,13.1,0.0,,27.7,0.0,3.8,0.0,,,,47.0,0.0,,,12.0,,,,153.0,1.9,1108446,2006,5,2006-05-01
348939,348939,VANCOUVER INT'L A,49.195,-123.182,BC,13.0,0.0,0.2,28.3,0.0,3.5,0.0,0.0,0.0,,42.8,0.0,66.0,0.0,10.0,248.9,0.0,112.0,156.6,2.7,1108447,2006,5,2006-05-01
349079,349079,SAANICHTON CDA,48.622,-123.419,BC,15.5,0.0,0.6,29.0,0.0,5.5,0.0,0.0,0.0,,37.0,0.0,107.0,0.0,4.0,,,,81.0,6.0,1016940,2006,6,2006-06-01
349092,349092,VICTORIA INT'L A,48.647,-123.426,BC,16.1,0.0,1.2,30.2,0.0,7.3,0.0,0.0,0.0,,40.6,0.0,133.0,0.0,5.0,278.6,0.0,111.0,64.6,7.1,1018620,2006,6,2006-06-01
349221,349221,PRINCE GEORGE A,53.891,-122.679,BC,15.2,0.0,1.4,30.8,0.0,1.3,0.0,0.0,0.0,,23.6,0.0,36.0,0.0,9.0,,,,91.1,6.2,1096450,2006,6,2006-06-01
349264,349264,VANCOUVER HARBOUR CS,49.295,-123.122,BC,16.6,0.0,,27.4,0.0,10.3,0.0,,,,76.8,0.0,,,8.0,,,,50.4,8.6,1108446,2006,6,2006-06-01
349265,349265,VANCOUVER INT'L A,49.195,-123.182,BC,16.7,0.0,1.0,26.2,0.0,9.8,0.0,0.0,0.0,,54.4,0.0,101.0,0.0,6.0,286.0,0.0,126.0,49.9,9.9,1108447,2006,6,2006-06-01
349405,349405,SAANICHTON CDA,48.622,-123.419,BC,17.6,0.0,0.6,32.0,0.0,9.0,0.0,0.0,0.0,,5.7,0.0,28.0,0.0,3.0,,,,37.0,24.9,1016940,2006,7,2006-07-01
349418,349418,VICTORIA INT'L A,48.647,-123.426,BC,17.8,0.0,0.9,33.4,0.0,8.2,0.0,0.0,0.0,,6.9,0.0,39.0,0.0,3.0,357.7,0.0,112.0,33.1,27.0,1018620,2006,7,2006-07-01
349541,349541,PRINCE GEORGE A,53.891,-122.679,BC,17.2,0.0,1.4,33.7,0.0,3.9,0.0,0.0,0.0,0.0,63.2,0.0,102.0,0.0,9.0,,,,62.7,36.4,1096450,2006,7,2006-07-01
349586,349586,VANCOUVER HARBOUR CS,49.295,-123.122,BC,18.8,0.0,,30.1,0.0,11.4,0.0,,,,13.6,0.0,,,2.0,,,,14.8,39.7,1108446,2006,7,2006-07-01
349587,349587,VANCOUVER INT'L A,49.195,-123.182,BC,18.7,0.0,0.7,28.9,0.0,10.7,0.0,0.0,0.0,,25.2,0.0,71.0,0.0,2.0,300.3,1.0,,16.0,37.1,1108447,2006,7,2006-07-01
349722,349722,SAANICHTON CDA,48.622,-123.419,BC,16.4,0.0,-0.7,26.0,0.0,8.5,0.0,0.0,0.0,,2.1,0.0,8.0,0.0,1.0,,,,50.0,0.5,1016940,2006,8,2006-08-01
349735,349735,VICTORIA INT'L A,48.647,-123.426,BC,16.6,0.0,-0.1,25.9,0.0,9.2,0.0,0.0,0.0,,2.4,0.0,10.0,0.0,1.0,357.9,0.0,120.0,43.4,1.5,1018620,2006,8,2006-08-01
349864,349864,PRINCE GEORGE A,53.891,-122.679,BC,14.1,0.0,-0.9,29.2,0.0,1.4,0.0,0.0,0.0,,20.2,0.0,39.0,0.0,5.0,,,,122.7,0.4,1096450,2006,8,2006-08-01
349906,349906,VANCOUVER HARBOUR CS,49.295,-123.122,BC,17.5,0.0,,27.4,0.0,10.7,0.0,,,,6.2,0.0,,,2.0,,,,23.0,8.1,1108446,2006,8,2006-08-01
349907,349907,VANCOUVER INT'L A,49.195,-123.182,BC,17.6,0.0,-0.4,27.4,0.0,10.9,0.0,0.0,0.0,,4.8,0.0,13.0,0.0,3.0,328.1,0.0,118.0,21.3,7.7,1108447,2006,8,2006-08-01
350048,350048,SAANICHTON CDA,48.622,-123.419,BC,14.6,0.0,0.1,27.5,0.0,7.0,0.0,0.0,0.0,,36.5,0.0,123.0,0.0,7.0,,,,103.7,2.3,1016940,2006,9,2006-09-01
350061,350061,VICTORIA INT'L A,48.647,-123.426,BC,14.8,0.0,0.7,29.2,0.0,6.1,0.0,0.0,0.0,,29.7,0.0,95.0,0.0,5.0,263.9,0.0,115.0,97.6,1.7,1018620,2006,9,2006-09-01
350184,350184,PRINCE GEORGE A,53.891,-122.679,BC,11.9,0.0,1.6,29.6,0.0,-5.1,0.0,0.0,0.0,0.0,43.8,0.0,78.0,0.0,10.0,,,,182.5,0.0,1096450,2006,9,2006-09-01
350227,350227,VANCOUVER HARBOUR CS,49.295,-123.122,BC,15.5,0.0,,25.8,0.0,8.5,0.0,,,,57.0,0.0,,,7.0,,,,79.0,2.6,1108446,2006,9,2006-09-01
350228,350228,VANCOUVER INT'L A,49.195,-123.182,BC,15.3,0.0,0.4,25.4,0.0,8.1,0.0,0.0,0.0,,39.4,0.0,77.0,0.0,7.0,248.6,0.0,117.0,84.1,1.9,1108447,2006,9,2006-09-01
350367,350367,SAANICHTON CDA,48.622,-123.419,BC,3.4,1.0,-1.4,12.0,1.0,-8.0,0.0,8.4,2.0,,197.0,2.0,,0.0,14.0,,,,436.8,0.0,1016940,2007,1,2007-01-01
350380,350380,VICTORIA INT'L A,48.647,-123.426,BC,3.4,0.0,-1.1,12.4,0.0,-9.0,0.0,17.9,0.0,164.0,203.8,0.0,142.0,0.0,17.0,84.7,0.0,120.0,452.4,0.0,1018620,2007,1,2007-01-01
350511,350511,PRINCE GEORGE A,53.891,-122.679,BC,-6.2,0.0,1.7,8.7,0.0,-31.3,0.0,56.4,0.0,103.0,57.2,0.0,108.0,4.0,13.0,,,,751.5,0.0,1096450,2007,1,2007-01-01
350553,350553,VANCOUVER HARBOUR CS,49.295,-123.122,BC,3.6,0.0,,12.3,0.0,-5.3,0.0,,,,324.0,0.0,,,18.0,,,,447.5,0.0,1108446,2007,1,2007-01-01
350554,350554,VANCOUVER INT'L A,49.195,-123.182,BC,3.0,0.0,-1.1,12.3,0.0,-9.2,0.0,15.0,0.0,136.0,181.4,0.0,108.0,0.0,18.0,55.7,0.0,93.0,464.7,0.0,1108447,2007,1,2007-01-01
350698,350698,SAANICHTON CDA,48.622,-123.419,BC,9.6,0.0,-0.8,19.5,0.0,2.0,0.0,0.0,0.0,0.0,84.6,0.0,91.0,0.0,11.0,,,,261.3,0.0,1016940,2007,10,2007-10-01
350711,350711,VICTORIA INT'L A,48.647,-123.426,BC,9.4,0.0,-0.6,19.8,0.0,0.7,0.0,0.0,0.0,0.0,77.8,0.0,88.0,,12.0,102.4,2.0,,267.0,0.0,1018620,2007,10,2007-10-01
350835,350835,PRINCE GEORGE A,53.891,-122.679,BC,5.5,0.0,1.0,18.8,0.0,-4.7,0.0,0.0,0.0,0.0,76.1,0.0,120.0,0.0,11.0,,,,388.2,0.0,1096450,2007,10,2007-10-01
350876,350876,VANCOUVER HARBOUR CS,49.295,-123.122,BC,10.7,11.0,,18.3,11.0,5.8,10.0,,,,33.2,19.0,,,8.0,,,,145.6,0.0,1108446,2007,10,2007-10-01
350877,350877,VANCOUVER INT'L A,49.195,-123.182,BC,9.6,0.0,-0.7,17.3,0.0,1.5,0.0,0.0,0.0,0.0,155.2,0.0,129.0,0.0,18.0,94.8,0.0,79.0,260.5,0.0,1108447,2007,10,2007-10-01
351014,351014,SAANICHTON CDA,48.622,-123.419,BC,6.0,0.0,-0.6,13.0,0.0,-2.0,0.0,1.0,0.0,133.0,88.8,0.0,57.0,0.0,15.0,,,,359.5,0.0,1016940,2007,11,2007-11-01
351027,351027,VICTORIA INT'L A,48.647,-123.426,BC,5.8,0.0,-0.6,15.1,0.0,-2.8,0.0,6.0,0.0,127.0,99.6,0.0,65.0,0.0,16.0,89.3,2.0,,367.2,0.0,1018620,2007,11,2007-11-01
351152,351152,PRINCE GEORGE A,53.891,-122.679,BC,-2.1,0.0,0.3,8.5,0.0,-18.1,0.0,64.2,0.0,177.0,84.9,0.0,153.0,16.0,12.0,,,,603.9,0.0,1096450,2007,11,2007-11-01
351193,351193,VANCOUVER HARBOUR CS,49.295,-123.122,BC,5.6,11.0,,12.2,11.0,-1.0,11.0,,,,84.7,11.0,,,8.0,,,,234.7,0.0,1108446,2007,11,2007-11-01
351194,351194,VANCOUVER INT'L A,49.195,-123.182,BC,5.9,0.0,-0.5,12.8,0.0,-3.3,0.0,0.0,0.0,0.0,116.2,0.0,62.0,0.0,17.0,93.3,0.0,154.0,363.6,0.0,1108447,2007,11,2007-11-01
351332,351332,SAANICHTON CDA,48.622,-123.419,BC,4.1,1.0,-0.3,14.5,1.0,-4.0,0.0,0.3,0.0,4.0,232.6,0.0,165.0,0.0,22.0,,,,416.0,0.0,1016940,2007,12,2007-12-01
351345,351345,VICTORIA INT'L A,48.647,-123.426,BC,3.7,0.0,-0.4,14.9,0.0,-3.0,0.0,14.1,0.0,103.0,219.1,0.0,154.0,0.0,17.0,63.2,0.0,107.0,444.7,0.0,1018620,2007,12,2007-12-01
351469,351469,PRINCE GEORGE A,53.891,-122.679,BC,-9.9,0.0,-2.7,3.4,0.0,-30.9,0.0,56.4,0.0,118.0,55.3,0.0,126.0,30.0,14.0,,,,865.6,0.0,1096450,2007,12,2007-12-01
351509,351509,VANCOUVER HARBOUR CS,49.295,-123.122,BC,4.2,1.0,,13.2,1.0,-1.3,0.0,,,,247.6,1.0,,,18.0,,,,413.2,0.0,1108446,2007,12,2007-12-01
351510,351510,VANCOUVER INT'L A,49.195,-123.182,BC,3.2,0.0,-0.3,12.9,0.0,-5.3,0.0,19.6,0.0,132.0,210.6,0.0,130.0,0.0,19.0,45.2,0.0,80.0,457.9,0.0,1108447,2007,12,2007-12-01
351646,351646,SAANICHTON CDA,48.622,-123.419,BC,5.8,0.0,0.5,13.5,0.0,-1.0,0.0,0.0,0.0,0.0,72.5,0.0,81.0,0.0,19.0,,,,342.3,0.0,1016940,2007,2,2007-02-01
351659,351659,VICTORIA INT'L A,48.647,-123.426,BC,5.8,0.0,0.7,14.1,0.0,-3.7,0.0,0.0,0.0,0.0,62.0,0.0,69.0,0.0,15.0,77.6,0.0,81.0,341.4,0.0,1018620,2007,2,2007-02-01
351789,351789,PRINCE GEORGE A,53.891,-122.679,BC,-4.1,0.0,0.9,7.5,0.0,-16.8,0.0,31.0,0.0,110.0,27.7,0.0,94.0,8.0,9.0,,,,620.0,0.0,1096450,2007,2,2007-02-01
351833,351833,VANCOUVER HARBOUR CS,49.295,-123.122,BC,3.6,24.0,,7.1,24.0,-0.5,24.0,,,,136.4,0.0,,,21.0,,,,57.6,0.0,1108446,2007,2,2007-02-01
351834,351834,VANCOUVER INT'L A,49.195,-123.182,BC,5.9,0.0,1.0,13.1,0.0,-3.0,0.0,0.0,0.0,0.0,116.0,0.0,111.0,0.0,20.0,63.3,0.0,70.0,340.1,0.0,1108447,2007,2,2007-02-01
351975,351975,SAANICHTON CDA,48.622,-123.419,BC,6.8,0.0,-0.3,13.5,0.0,-2.5,0.0,0.0,0.0,0.0,133.8,0.0,169.0,0.0,16.0,,,,346.7,0.0,1016940,2007,3,2007-03-01
351986,351986,VICTORIA INT'L A,48.647,-123.426,BC,7.3,0.0,0.5,14.9,0.0,-3.3,0.0,0.0,0.0,0.0,124.8,0.0,159.0,0.0,16.0,100.1,0.0,69.0,332.0,0.0,1018620,2007,3,2007-03-01
352113,352113,PRINCE GEORGE A,53.891,-122.679,BC,1.4,0.0,1.7,12.3,0.0,-15.1,0.0,28.0,0.0,135.0,42.1,0.0,142.0,0.0,10.0,,,,513.3,0.0,1096450,2007,3,2007-03-01
352154,352154,VANCOUVER HARBOUR CS,49.295,-123.122,BC,7.3,0.0,,15.2,0.0,-1.3,0.0,,,,331.8,0.0,,,17.0,,,,331.2,0.0,1108446,2007,3,2007-03-01
352155,352155,VANCOUVER INT'L A,49.195,-123.182,BC,7.4,0.0,0.5,16.5,0.0,-2.3,0.0,3.1,0.0,134.0,214.8,0.0,189.0,0.0,19.0,93.6,0.0,69.0,329.7,0.0,1108447,2007,3,2007-03-01
352290,352290,SAANICHTON CDA,48.622,-123.419,BC,8.7,0.0,-0.6,20.5,0.0,-1.0,0.0,0.0,0.0,,37.1,0.0,72.0,0.0,12.0,,,,279.1,0.0,1016940,2007,4,2007-04-01
352303,352303,VICTORIA INT'L A,48.647,-123.426,BC,8.7,0.0,-0.3,20.7,0.0,-2.1,0.0,0.0,0.0,0.0,38.6,0.0,81.0,0.0,8.0,172.2,0.0,90.0,278.3,0.0,1018620,2007,4,2007-04-01
352429,352429,PRINCE GEORGE A,53.891,-122.679,BC,4.0,0.0,-1.0,21.4,0.0,-16.9,0.0,0.0,0.0,0.0,41.6,0.0,116.0,0.0,8.0,,,,418.9,0.0,1096450,2007,4,2007-04-01
352471,352471,VANCOUVER HARBOUR CS,49.295,-123.122,BC,9.1,1.0,,17.0,1.0,1.2,0.0,,,,94.6,1.0,,,12.0,,,,258.7,0.0,1108446,2007,4,2007-04-01
352472,352472,VANCOUVER INT'L A,49.195,-123.182,BC,8.9,0.0,-0.5,16.8,0.0,-0.5,0.0,0.0,0.0,0.0,76.2,0.0,86.0,0.0,14.0,149.3,1.0,,272.1,0.0,1108447,2007,4,2007-04-01
352602,352602,SAANICHTON CDA,48.622,-123.419,BC,11.9,0.0,-0.3,25.0,0.0,3.0,0.0,0.0,0.0,,18.4,0.0,44.0,0.0,5.0,,,,189.3,0.0,1016940,2007,5,2007-05-01
352615,352615,VICTORIA INT'L A,48.647,-123.426,BC,12.0,0.0,-0.1,25.1,0.0,2.0,0.0,0.0,0.0,,19.8,0.0,53.0,0.0,4.0,284.7,0.0,118.0,185.2,0.0,1018620,2007,5,2007-05-01
352739,352739,PRINCE GEORGE A,53.891,-122.679,BC,9.7,0.0,-0.4,24.6,0.0,-2.6,0.0,1.0,0.0,52.0,53.6,0.0,109.0,0.0,7.0,,,,257.6,0.0,1096450,2007,5,2007-05-01
352782,352782,VANCOUVER HARBOUR CS,49.295,-123.122,BC,,,,,,,,,,,71.2,0.0,,,7.0,,,,,,1108446,2007,5,2007-05-01
352783,352783,VANCOUVER INT'L A,49.195,-123.182,BC,12.8,0.0,0.0,24.3,0.0,5.2,0.0,0.0,0.0,,37.0,0.0,57.0,0.0,8.0,270.3,0.0,121.0,162.5,0.4,1108447,2007,5,2007-05-01
352913,352913,SAANICHTON CDA,48.622,-123.419,BC,14.1,0.0,-0.8,25.0,0.0,6.5,0.0,0.0,0.0,,38.5,0.0,111.0,0.0,10.0,,,,117.8,0.0,1016940,2007,6,2007-06-01
352925,352925,VICTORIA INT'L A,48.647,-123.426,BC,14.4,0.0,-0.4,25.8,0.0,6.1,0.0,0.0,0.0,,36.1,0.0,118.0,0.0,9.0,202.3,2.0,,107.9,0.1,1018620,2007,6,2007-06-01
353050,353050,PRINCE GEORGE A,53.891,-122.679,BC,13.7,0.0,-0.1,33.2,0.0,0.5,0.0,0.0,0.0,,56.3,0.0,86.0,0.0,15.0,,,,137.5,8.1,1096450,2007,6,2007-06-01
353092,353092,VANCOUVER HARBOUR CS,49.295,-123.122,BC,15.7,12.0,,24.5,12.0,-2.8,9.0,,,,50.2,7.0,,,8.0,,,,43.5,2.5,1108446,2007,6,2007-06-01
353093,353093,VANCOUVER INT'L A,49.195,-123.182,BC,15.2,0.0,-0.5,27.4,0.0,8.0,0.0,0.0,0.0,,80.0,0.0,149.0,0.0,12.0,188.3,0.0,83.0,89.1,3.6,1108447,2007,6,2007-06-01
353223,353223,SAANICHTON CDA,48.622,-123.419,BC,17.9,0.0,0.9,35.5,0.0,10.0,0.0,0.0,0.0,,35.2,0.0,172.0,0.0,6.0,,,,31.2,28.2,1016940,2007,7,2007-07-01
353236,353236,VICTORIA INT'L A,48.647,-123.426,BC,18.1,0.0,1.2,36.3,0.0,9.5,0.0,0.0,0.0,,31.8,0.0,178.0,0.0,5.0,304.3,0.0,96.0,25.6,28.3,1018620,2007,7,2007-07-01
353361,353361,PRINCE GEORGE A,53.891,-122.679,BC,16.9,0.0,1.1,35.6,0.0,3.7,0.0,0.0,0.0,0.0,36.1,0.0,58.0,0.0,8.0,,,,54.2,21.3,1096450,2007,7,2007-07-01
353402,353402,VANCOUVER HARBOUR CS,49.295,-123.122,BC,19.3,0.0,,30.8,0.0,11.3,0.0,,,,73.2,0.0,,,7.0,,,,6.5,47.7,1108446,2007,7,2007-07-01
353403,353403,VANCOUVER INT'L A,49.195,-123.182,BC,18.8,0.0,0.9,28.3,0.0,11.2,0.0,0.0,0.0,,53.0,0.0,149.0,0.0,7.0,284.8,0.0,98.0,7.4,33.7,1108447,2007,7,2007-07-01
353544,353544,SAANICHTON CDA,48.622,-123.419,BC,16.9,0.0,-0.2,26.5,0.0,6.5,0.0,0.0,0.0,,40.6,0.0,153.0,0.0,7.0,,,,42.0,7.1,1016940,2007,8,2007-08-01
353557,353557,VICTORIA INT'L A,48.647,-123.426,BC,16.9,0.0,0.1,27.4,0.0,9.6,0.0,0.0,0.0,,36.8,0.0,154.0,0.0,5.0,264.7,1.0,,40.0,5.0,1018620,2007,8,2007-08-01
353680,353680,PRINCE GEORGE A,53.891,-122.679,BC,13.5,0.0,-1.5,29.4,0.0,0.4,0.0,0.0,0.0,,51.6,0.0,100.0,0.0,13.0,,,,141.6,1.1,1096450,2007,8,2007-08-01
353722,353722,VANCOUVER HARBOUR CS,49.295,-123.122,BC,18.2,1.0,,27.6,1.0,7.8,1.0,,,,16.0,2.0,,,6.0,,,,13.1,18.0,1108446,2007,8,2007-08-01
353723,353723,VANCOUVER INT'L A,49.195,-123.182,BC,17.8,0.0,-0.2,26.7,0.0,11.3,0.0,0.0,0.0,,8.4,0.0,23.0,0.0,4.0,263.0,0.0,95.0,17.8,12.2,1108447,2007,8,2007-08-01
353863,353863,SAANICHTON CDA,48.622,-123.419,BC,13.4,0.0,-1.1,25.0,0.0,5.0,0.0,0.0,0.0,,34.5,0.0,116.0,0.0,7.0,,,,138.3,1.3,1016940,2007,9,2007-09-01
353876,353876,VICTORIA INT'L A,48.647,-123.426,BC,13.4,0.0,-0.8,26.3,0.0,4.4,0.0,0.0,0.0,,36.4,0.0,117.0,0.0,8.0,178.8,0.0,78.0,138.7,0.3,1018620,2007,9,2007-09-01
353998,353998,PRINCE GEORGE A,53.891,-122.679,BC,10.0,0.0,-0.4,24.5,0.0,-4.6,0.0,0.6,0.0,188.0,66.9,0.0,119.0,0.0,14.0,,,,239.7,0.0,1096450,2007,9,2007-09-01
354040,354040,VANCOUVER HARBOUR CS,49.295,-123.122,BC,14.7,0.0,,24.0,0.0,7.5,0.0,,,,73.6,0.0,,,11.0,,,,99.5,0.6,1108446,2007,9,2007-09-01
354041,354041,VANCOUVER INT'L A,49.195,-123.182,BC,14.2,0.0,-0.7,22.4,0.0,6.2,0.0,0.0,0.0,,73.6,0.0,145.0,0.0,10.0,187.0,0.0,88.0,114.1,0.0,1108447,2007,9,2007-09-01
354182,354182,SAANICHTON CDA,48.622,-123.419,BC,3.6,1.0,-1.3,10.5,0.0,-4.0,1.0,0.0,0.0,0.0,102.4,0.0,71.0,0.0,21.0,73.1,0.0416666666666666,,433.5,0.0,1016940,2008,1,2008-01-01
354195,354195,VICTORIA INT'L A,48.647,-123.426,BC,3.5,0.0,-1.0,10.9,0.0,-5.3,0.0,0.6,0.0,6.0,93.5,0.0,65.0,0.0,12.0,69.3,0.0,98.0,448.4,0.0,1018620,2008,1,2008-01-01
354320,354320,PRINCE GEORGE A,53.891,-122.679,BC,-9.2,0.0,-1.3,5.4,0.0,-36.2,0.0,38.9,0.0,71.0,38.9,0.0,73.0,48.0,13.0,,,,843.3,0.0,1096450,2008,1,2008-01-01
354363,354363,VANCOUVER HARBOUR CS,49.295,-123.122,BC,3.8,0.0,,10.6,0.0,-2.5,0.0,,,,174.6,0.0,,,18.0,,,,441.3,0.0,1108446,2008,1,2008-01-01
354364,354364,VANCOUVER INT'L A,49.195,-123.182,BC,2.8,0.0,-1.3,10.3,0.0,-4.9,0.0,14.2,0.0,129.0,137.6,0.0,82.0,0.0,17.0,60.7,0.0,101.0,470.7,0.0,1108447,2008,1,2008-01-01
354501,354501,SAANICHTON CDA,48.622,-123.419,BC,9.5,0.0,-0.9,20.5,0.0,3.0,0.0,0.0,0.0,0.0,58.7,0.0,63.0,0.0,12.0,121.2,0.0,101.0,265.0,0.0,1016940,2008,10,2008-10-01
354514,354514,VICTORIA INT'L A,48.647,-123.426,BC,9.3,0.0,-0.7,17.1,0.0,1.1,0.0,0.0,0.0,0.0,51.5,0.0,58.0,0.0,11.0,118.3,1.0,,269.9,0.0,1018620,2008,10,2008-10-01
354630,354630,PRINCE GEORGE A,53.891,-122.679,BC,5.0,0.0,0.5,24.9,0.0,-8.5,0.0,0.0,0.0,0.0,59.2,0.0,93.0,0.0,10.0,,,,404.0,0.0,1096450,2008,10,2008-10-01
354669,354669,VANCOUVER HARBOUR CS,49.295,-123.122,BC,10.6,0.0,,22.0,0.0,3.6,0.0,,,,124.2,0.0,,,12.0,,,,228.7,0.0,1108446,2008,10,2008-10-01
354670,354670,VANCOUVER INT'L A,49.195,-123.182,BC,10.0,0.0,-0.3,22.2,0.0,0.9,0.0,0.0,0.0,0.0,99.6,0.0,82.0,0.0,12.0,123.2,0.0,102.0,247.7,0.0,1108447,2008,10,2008-10-01
354793,354793,SAANICHTON CDA,48.622,-123.419,BC,8.6,0.0,1.9,14.5,0.0,1.0,0.0,0.0,0.0,0.0,137.0,0.0,88.0,0.0,15.0,63.3,0.0,96.0,283.4,0.0,1016940,2008,11,2008-11-01
354806,354806,VICTORIA INT'L A,48.647,-123.426,BC,8.2,0.0,1.9,15.3,0.0,-1.0,0.0,0.0,0.0,0.0,127.1,0.0,83.0,0.0,14.0,70.7,0.0,97.0,293.2,0.0,1018620,2008,11,2008-11-01
354923,354923,PRINCE GEORGE A,53.891,-122.679,BC,0.8,0.0,3.2,13.8,0.0,-9.2,0.0,33.2,0.0,92.0,69.8,0.0,126.0,3.0,14.0,,,,516.9,0.0,1096450,2008,11,2008-11-01
354963,354963,VANCOUVER HARBOUR CS,49.295,-123.122,BC,8.7,0.0,,14.3,0.0,2.2,0.0,,,,222.0,0.0,,,20.0,,,,279.7,0.0,1108446,2008,11,2008-11-01
354964,354964,VANCOUVER INT'L A,49.195,-123.182,BC,8.1,0.0,1.8,14.6,0.0,-0.3,0.0,0.0,0.0,0.0,177.0,0.0,94.0,0.0,19.0,56.6,0.0,94.0,296.5,0.0,1108447,2008,11,2008-11-01
355084,355084,SAANICHTON CDA,48.622,-123.419,BC,2.5,4.0,-2.0,11.5,2.0,-7.5,2.0,43.6,1.0,,118.4,0.0,84.0,0.0,15.0,42.4,0.0,88.0,418.6,0.0,1016940,2008,12,2008-12-01
355097,355097,VICTORIA INT'L A,48.647,-123.426,BC,1.8,0.0,-2.3,11.4,0.0,-9.1,0.0,85.8,0.0,625.0,139.3,0.0,98.0,3.0,18.0,64.3,0.0,109.0,503.1,0.0,1018620,2008,12,2008-12-01
355216,355216,PRINCE GEORGE A,53.891,-122.679,BC,-11.5,0.0,-4.3,6.0,0.0,-35.1,0.0,59.4,0.0,125.0,72.7,0.0,166.0,22.0,11.0,,,,915.7,0.0,1096450,2008,12,2008-12-01
355253,355253,VANCOUVER HARBOUR CS,49.295,-123.122,BC,2.5,0.0,,10.5,0.0,-9.0,0.0,,,,192.4,0.0,,,18.0,,,,481.6,0.0,1108446,2008,12,2008-12-01
355254,355254,VANCOUVER INT'L A,49.195,-123.182,BC,0.9,0.0,-2.7,10.3,0.0,-15.2,0.0,89.4,0.0,604.0,197.2,0.0,122.0,15.0,16.0,50.6,0.0,90.0,529.6,0.0,1108447,2008,12,2008-12-01
355372,355372,SAANICHTON CDA,48.622,-123.419,BC,5.2,1.0,-0.1,12.0,1.0,-2.5,0.0,0.0,1.0,,53.9,1.0,,0.0,11.0,95.1,0.0,114.0,358.2,0.0,1016940,2008,2,2008-02-01
355385,355385,VICTORIA INT'L A,48.647,-123.426,BC,5.3,0.0,0.2,13.1,0.0,-2.3,0.0,0.0,0.0,0.0,41.8,0.0,47.0,0.0,9.0,97.0,0.0,102.0,368.9,0.0,1018620,2008,2,2008-02-01
355507,355507,PRINCE GEORGE A,53.891,-122.679,BC,-5.3,0.0,-0.3,7.9,0.0,-25.2,0.0,33.0,0.0,117.0,37.1,0.0,126.0,26.0,9.0,,,,675.0,0.0,1096450,2008,2,2008-02-01
355549,355549,VANCOUVER HARBOUR CS,49.295,-123.122,BC,6.1,0.0,,14.4,0.0,-0.7,0.0,,,,95.0,0.0,,,12.0,,,,346.2,0.0,1108446,2008,2,2008-02-01
355550,355550,VANCOUVER INT'L A,49.195,-123.182,BC,5.5,0.0,0.6,14.1,0.0,-2.9,0.0,0.8,0.0,13.0,68.6,0.0,66.0,0.0,13.0,110.9,0.0416666666666666,,362.5,0.0,1108447,2008,2,2008-02-01
355682,355682,SAANICHTON CDA,48.622,-123.419,BC,5.4,0.0,-1.7,11.5,0.0,-1.5,0.0,0.0,0.0,0.0,61.7,0.0,78.0,0.0,17.0,113.6,0.0,88.0,390.4,0.0,1016940,2008,3,2008-03-01
355695,355695,VICTORIA INT'L A,48.647,-123.426,BC,5.6,0.0,-1.2,11.6,0.0,-1.7,0.0,5.8,0.0,170.0,52.3,0.0,67.0,0.0,12.0,121.5,0.0,84.0,384.6,0.0,1018620,2008,3,2008-03-01
355811,355811,PRINCE GEORGE A,53.891,-122.679,BC,-1.0,0.0,-0.8,9.1,0.0,-17.4,0.0,40.4,0.0,195.0,38.4,0.0,129.0,20.0,7.0,,,,589.5,0.0,1096450,2008,3,2008-03-01
355852,355852,VANCOUVER HARBOUR CS,49.295,-123.122,BC,6.4,0.0,,12.9,0.0,1.1,0.0,,,,107.0,1.0,,,17.0,,,,358.1,0.0,1108446,2008,3,2008-03-01
355853,355853,VANCOUVER INT'L A,49.195,-123.182,BC,5.9,0.0,-1.0,11.6,0.0,-1.0,0.0,2.4,0.0,104.0,75.2,0.0,66.0,0.0,18.0,106.4,0.0,79.0,375.2,0.0,1108447,2008,3,2008-03-01
355987,355987,SAANICHTON CDA,48.622,-123.419,BC,6.7,0.0,-2.5,17.0,0.0,-1.0,0.0,2.1,0.0,,77.5,0.0,151.0,0.0,13.0,184.8,0.0,109.0,337.9,0.0,1016940,2008,4,2008-04-01
356000,356000,VICTORIA INT'L A,48.647,-123.426,BC,6.7,0.0,-2.3,18.4,0.0,-2.9,0.0,12.2,0.0,######,46.7,0.0,97.0,0.0,10.0,173.5,1.0,,339.3,0.0,1018620,2008,4,2008-04-01
356120,356120,PRINCE GEORGE A,53.891,-122.679,BC,2.0,0.0,-3.0,17.5,0.0,-9.9,0.0,6.8,0.0,92.0,18.2,0.0,51.0,0.0,4.0,,,,479.8,0.0,1096450,2008,4,2008-04-01
356163,356163,VANCOUVER HARBOUR CS,49.295,-123.122,BC,8.0,0.0,,18.5,0.0,0.2,0.0,,,,92.4,1.0,,,9.0,,,,300.5,0.0,1108446,2008,4,2008-04-01
